t,type,source,target,importance_xi,cluster
80,NODE,48,,0.3,0
81,NODE,0,,0.0039,0
81,NODE,1,,0.0039,0
81,NODE,2,,0.0039,0
81,NODE,3,,0.0039,0
81,NODE,7,,0.0039,0
81,NODE,9,,0.0039,0
81,NODE,23,,0.0039,0
81,NODE,48,,0.447,0
81,NODE,77,,0.0039,0
81,EDGE,0,1,,
81,EDGE,0,1,,
81,EDGE,1,2,,
81,EDGE,0,1,,
81,EDGE,1,2,,
81,EDGE,2,3,,
81,EDGE,0,1,,
81,EDGE,1,2,,
81,EDGE,2,3,,
81,EDGE,3,7,,
81,EDGE,0,1,,
81,EDGE,1,2,,
81,EDGE,2,3,,
81,EDGE,3,7,,
81,EDGE,7,9,,
81,EDGE,0,1,,
81,EDGE,1,2,,
81,EDGE,2,3,,
81,EDGE,3,7,,
81,EDGE,7,9,,
81,EDGE,9,23,,
81,EDGE,0,1,,
81,EDGE,1,2,,
81,EDGE,2,3,,
81,EDGE,3,7,,
81,EDGE,7,9,,
81,EDGE,9,23,,
81,EDGE,23,48,,
81,EDGE,0,1,,
81,EDGE,1,2,,
81,EDGE,2,3,,
81,EDGE,3,7,,
81,EDGE,7,9,,
81,EDGE,9,23,,
81,EDGE,23,48,,
81,EDGE,48,77,,
82,NODE,0,,0.0119,0
82,NODE,1,,0.0119,0
82,NODE,2,,0.0119,0
82,NODE,3,,0.0119,0
82,NODE,4,,0.0,0
82,NODE,5,,0.0,0
82,NODE,6,,0.0,0
82,NODE,7,,0.0119,0
82,NODE,8,,0.0,0
82,NODE,9,,0.0119,0
82,NODE,10,,0.0001,0
82,NODE,11,,0.0,0
82,NODE,12,,0.0,0
82,NODE,13,,0.0,0
82,NODE,14,,0.0001,0
82,NODE,15,,0.0,0
82,NODE,16,,0.0,0
82,NODE,17,,0.0,0
82,NODE,18,,0.0,0
82,NODE,19,,0.0,0
82,NODE,20,,0.0,0
82,NODE,21,,0.0,0
82,NODE,22,,0.0,0
82,NODE,23,,0.0119,0
82,NODE,24,,0.0,0
82,NODE,25,,0.0,0
82,NODE,26,,0.0,0
82,NODE,27,,0.0,0
82,NODE,28,,0.0001,0
82,NODE,29,,0.0,0
82,NODE,30,,0.0,0
82,NODE,31,,0.0,0
82,NODE,32,,0.0,0
82,NODE,33,,0.0,0
82,NODE,34,,0.0,0
82,NODE,36,,0.0001,0
82,NODE,37,,0.0,0
82,NODE,38,,0.0001,0
82,NODE,39,,0.0001,0
82,NODE,40,,0.0,0
82,NODE,41,,0.0,0
82,NODE,42,,0.0001,0
82,NODE,43,,0.0,0
82,NODE,44,,0.0,0
82,NODE,45,,0.0,0
82,NODE,46,,0.0001,0
82,NODE,47,,0.0,0
82,NODE,48,,0.6662,0
82,NODE,49,,0.0,0
82,NODE,50,,0.0001,0
82,NODE,51,,0.0,0
82,NODE,52,,0.0,0
82,NODE,53,,0.0,0
82,NODE,54,,0.0,0
82,NODE,55,,0.0,0
82,NODE,58,,0.0,0
82,NODE,59,,0.0,0
82,NODE,60,,0.0,0
82,NODE,61,,0.0,0
82,NODE,62,,0.0001,0
82,NODE,63,,0.0,0
82,NODE,64,,0.0,0
82,NODE,65,,0.0,0
82,NODE,66,,0.0,0
82,NODE,67,,0.0,0
82,NODE,68,,0.0,0
82,NODE,69,,0.0,0
82,NODE,70,,0.0,0
82,NODE,71,,0.0,0
82,NODE,72,,0.0,0
82,NODE,73,,0.0,0
82,NODE,74,,0.0001,0
82,NODE,75,,0.0,0
82,NODE,76,,0.0,0
82,NODE,77,,0.0119,0
82,NODE,78,,0.0,0
82,NODE,79,,0.0001,0
82,EDGE,0,1,,
82,EDGE,0,1,,
82,EDGE,1,2,,
82,EDGE,0,1,,
82,EDGE,1,2,,
82,EDGE,2,3,,
82,EDGE,0,1,,
82,EDGE,1,4,,
82,EDGE,0,1,,
82,EDGE,1,4,,
82,EDGE,4,5,,
82,EDGE,0,1,,
82,EDGE,1,2,,
82,EDGE,2,6,,
82,EDGE,0,1,,
82,EDGE,1,2,,
82,EDGE,2,3,,
82,EDGE,3,7,,
82,EDGE,0,1,,
82,EDGE,1,4,,
82,EDGE,4,8,,
82,EDGE,0,1,,
82,EDGE,1,2,,
82,EDGE,2,3,,
82,EDGE,3,7,,
82,EDGE,7,9,,
82,EDGE,0,1,,
82,EDGE,1,2,,
82,EDGE,2,3,,
82,EDGE,3,7,,
82,EDGE,7,9,,
82,EDGE,9,10,,
82,EDGE,0,1,,
82,EDGE,1,2,,
82,EDGE,2,11,,
82,EDGE,0,1,,
82,EDGE,1,4,,
82,EDGE,4,5,,
82,EDGE,5,12,,
82,EDGE,0,1,,
82,EDGE,1,4,,
82,EDGE,4,13,,
82,EDGE,0,1,,
82,EDGE,1,2,,
82,EDGE,2,3,,
82,EDGE,3,7,,
82,EDGE,7,9,,
82,EDGE,9,14,,
82,EDGE,0,1,,
82,EDGE,1,2,,
82,EDGE,2,3,,
82,EDGE,3,15,,
82,EDGE,0,1,,
82,EDGE,1,2,,
82,EDGE,2,3,,
82,EDGE,3,15,,
82,EDGE,15,16,,
82,EDGE,0,1,,
82,EDGE,1,2,,
82,EDGE,2,6,,
82,EDGE,6,17,,
82,EDGE,0,1,,
82,EDGE,1,4,,
82,EDGE,4,18,,
82,EDGE,0,1,,
82,EDGE,1,4,,
82,EDGE,4,18,,
82,EDGE,18,19,,
82,EDGE,0,1,,
82,EDGE,1,2,,
82,EDGE,2,20,,
82,EDGE,0,1,,
82,EDGE,1,4,,
82,EDGE,4,18,,
82,EDGE,18,21,,
82,EDGE,0,1,,
82,EDGE,1,2,,
82,EDGE,2,3,,
82,EDGE,3,22,,
82,EDGE,0,1,,
82,EDGE,1,2,,
82,EDGE,2,3,,
82,EDGE,3,7,,
82,EDGE,7,9,,
82,EDGE,9,23,,
82,EDGE,0,1,,
82,EDGE,1,4,,
82,EDGE,4,5,,
82,EDGE,5,12,,
82,EDGE,12,24,,
82,EDGE,0,1,,
82,EDGE,1,2,,
82,EDGE,2,11,,
82,EDGE,11,25,,
82,EDGE,10,5,,
82,EDGE,0,1,,
82,EDGE,1,2,,
82,EDGE,2,3,,
82,EDGE,3,15,,
82,EDGE,15,26,,
82,EDGE,0,1,,
82,EDGE,1,4,,
82,EDGE,4,18,,
82,EDGE,18,21,,
82,EDGE,21,27,,
82,EDGE,0,1,,
82,EDGE,1,2,,
82,EDGE,2,3,,
82,EDGE,3,7,,
82,EDGE,7,9,,
82,EDGE,9,10,,
82,EDGE,10,28,,
82,EDGE,0,1,,
82,EDGE,1,2,,
82,EDGE,2,3,,
82,EDGE,3,15,,
82,EDGE,15,26,,
82,EDGE,26,29,,
82,EDGE,0,1,,
82,EDGE,1,2,,
82,EDGE,2,20,,
82,EDGE,20,30,,
82,EDGE,0,1,,
82,EDGE,1,4,,
82,EDGE,4,18,,
82,EDGE,18,21,,
82,EDGE,21,27,,
82,EDGE,27,31,,
82,EDGE,0,1,,
82,EDGE,1,4,,
82,EDGE,4,18,,
82,EDGE,18,21,,
82,EDGE,21,27,,
82,EDGE,27,31,,
82,EDGE,31,32,,
82,EDGE,0,1,,
82,EDGE,1,4,,
82,EDGE,4,18,,
82,EDGE,18,19,,
82,EDGE,19,33,,
82,EDGE,0,1,,
82,EDGE,1,4,,
82,EDGE,4,18,,
82,EDGE,18,21,,
82,EDGE,21,27,,
82,EDGE,27,31,,
82,EDGE,31,32,,
82,EDGE,32,34,,
82,EDGE,0,1,,
82,EDGE,1,2,,
82,EDGE,2,3,,
82,EDGE,3,7,,
82,EDGE,7,9,,
82,EDGE,9,10,,
82,EDGE,10,28,,
82,EDGE,28,36,,
82,EDGE,0,1,,
82,EDGE,1,37,,
82,EDGE,0,1,,
82,EDGE,1,2,,
82,EDGE,2,3,,
82,EDGE,3,7,,
82,EDGE,7,9,,
82,EDGE,9,10,,
82,EDGE,10,38,,
82,EDGE,0,1,,
82,EDGE,1,2,,
82,EDGE,2,3,,
82,EDGE,3,7,,
82,EDGE,7,9,,
82,EDGE,9,23,,
82,EDGE,23,39,,
82,EDGE,0,1,,
82,EDGE,1,4,,
82,EDGE,4,18,,
82,EDGE,18,19,,
82,EDGE,19,33,,
82,EDGE,33,40,,
82,EDGE,0,1,,
82,EDGE,1,37,,
82,EDGE,37,41,,
82,EDGE,0,1,,
82,EDGE,1,2,,
82,EDGE,2,3,,
82,EDGE,3,7,,
82,EDGE,7,9,,
82,EDGE,9,10,,
82,EDGE,10,28,,
82,EDGE,28,36,,
82,EDGE,36,42,,
82,EDGE,0,1,,
82,EDGE,1,4,,
82,EDGE,4,18,,
82,EDGE,18,21,,
82,EDGE,21,27,,
82,EDGE,27,31,,
82,EDGE,31,32,,
82,EDGE,32,34,,
82,EDGE,34,43,,
82,EDGE,0,1,,
82,EDGE,1,4,,
82,EDGE,4,18,,
82,EDGE,18,21,,
82,EDGE,21,27,,
82,EDGE,27,31,,
82,EDGE,31,32,,
82,EDGE,32,34,,
82,EDGE,34,44,,
82,EDGE,0,1,,
82,EDGE,1,4,,
82,EDGE,4,18,,
82,EDGE,18,21,,
82,EDGE,21,27,,
82,EDGE,27,45,,
82,EDGE,0,1,,
82,EDGE,1,2,,
82,EDGE,2,3,,
82,EDGE,3,7,,
82,EDGE,7,46,,
82,EDGE,0,1,,
82,EDGE,1,2,,
82,EDGE,2,20,,
82,EDGE,20,30,,
82,EDGE,30,47,,
82,EDGE,0,1,,
82,EDGE,1,2,,
82,EDGE,2,3,,
82,EDGE,3,7,,
82,EDGE,7,9,,
82,EDGE,9,23,,
82,EDGE,23,48,,
82,EDGE,0,1,,
82,EDGE,1,4,,
82,EDGE,4,18,,
82,EDGE,18,21,,
82,EDGE,21,27,,
82,EDGE,27,31,,
82,EDGE,31,32,,
82,EDGE,32,49,,
82,EDGE,0,1,,
82,EDGE,1,2,,
82,EDGE,2,3,,
82,EDGE,3,7,,
82,EDGE,7,46,,
82,EDGE,46,50,,
82,EDGE,0,1,,
82,EDGE,1,4,,
82,EDGE,4,18,,
82,EDGE,18,19,,
82,EDGE,19,33,,
82,EDGE,33,51,,
82,EDGE,0,1,,
82,EDGE,1,4,,
82,EDGE,4,18,,
82,EDGE,18,21,,
82,EDGE,21,27,,
82,EDGE,27,31,,
82,EDGE,31,32,,
82,EDGE,32,34,,
82,EDGE,34,43,,
82,EDGE,43,52,,
82,EDGE,0,1,,
82,EDGE,1,2,,
82,EDGE,2,3,,
82,EDGE,3,53,,
82,EDGE,0,1,,
82,EDGE,1,2,,
82,EDGE,2,3,,
82,EDGE,3,15,,
82,EDGE,15,16,,
82,EDGE,16,54,,
82,EDGE,0,1,,
82,EDGE,1,4,,
82,EDGE,4,18,,
82,EDGE,18,21,,
82,EDGE,21,27,,
82,EDGE,27,31,,
82,EDGE,31,32,,
82,EDGE,32,49,,
82,EDGE,49,55,,
82,EDGE,0,1,,
82,EDGE,1,2,,
82,EDGE,2,11,,
82,EDGE,11,25,,
82,EDGE,25,58,,
82,EDGE,0,1,,
82,EDGE,1,2,,
82,EDGE,2,59,,
82,EDGE,0,1,,
82,EDGE,1,4,,
82,EDGE,4,13,,
82,EDGE,13,60,,
82,EDGE,0,1,,
82,EDGE,1,37,,
82,EDGE,37,61,,
82,EDGE,0,1,,
82,EDGE,1,2,,
82,EDGE,2,3,,
82,EDGE,3,7,,
82,EDGE,7,62,,
82,EDGE,0,1,,
82,EDGE,1,2,,
82,EDGE,2,11,,
82,EDGE,11,25,,
82,EDGE,25,63,,
82,EDGE,0,1,,
82,EDGE,1,4,,
82,EDGE,4,18,,
82,EDGE,18,21,,
82,EDGE,21,27,,
82,EDGE,27,31,,
82,EDGE,31,32,,
82,EDGE,32,34,,
82,EDGE,34,43,,
82,EDGE,43,64,,
82,EDGE,0,1,,
82,EDGE,1,2,,
82,EDGE,2,20,,
82,EDGE,20,30,,
82,EDGE,30,47,,
82,EDGE,47,65,,
82,EDGE,0,1,,
82,EDGE,1,4,,
82,EDGE,4,18,,
82,EDGE,18,21,,
82,EDGE,21,27,,
82,EDGE,27,31,,
82,EDGE,31,66,,
82,EDGE,0,1,,
82,EDGE,1,4,,
82,EDGE,4,18,,
82,EDGE,18,21,,
82,EDGE,21,67,,
82,EDGE,0,1,,
82,EDGE,1,4,,
82,EDGE,4,18,,
82,EDGE,18,21,,
82,EDGE,21,27,,
82,EDGE,27,45,,
82,EDGE,45,68,,
82,EDGE,0,1,,
82,EDGE,1,4,,
82,EDGE,4,18,,
82,EDGE,18,21,,
82,EDGE,21,27,,
82,EDGE,27,31,,
82,EDGE,31,32,,
82,EDGE,32,34,,
82,EDGE,34,43,,
82,EDGE,43,69,,
82,EDGE,0,1,,
82,EDGE,1,4,,
82,EDGE,4,5,,
82,EDGE,5,12,,
82,EDGE,12,24,,
82,EDGE,24,70,,
82,EDGE,0,1,,
82,EDGE,1,2,,
82,EDGE,2,20,,
82,EDGE,20,30,,
82,EDGE,30,47,,
82,EDGE,47,71,,
82,EDGE,0,1,,
82,EDGE,1,2,,
82,EDGE,2,6,,
82,EDGE,6,17,,
82,EDGE,17,72,,
82,EDGE,0,1,,
82,EDGE,1,2,,
82,EDGE,2,3,,
82,EDGE,3,15,,
82,EDGE,15,26,,
82,EDGE,26,29,,
82,EDGE,29,73,,
82,EDGE,0,1,,
82,EDGE,1,2,,
82,EDGE,2,3,,
82,EDGE,3,7,,
82,EDGE,7,9,,
82,EDGE,9,10,,
82,EDGE,10,28,,
82,EDGE,28,74,,
82,EDGE,0,1,,
82,EDGE,1,2,,
82,EDGE,2,3,,
82,EDGE,3,22,,
82,EDGE,22,75,,
82,EDGE,0,1,,
82,EDGE,1,2,,
82,EDGE,2,6,,
82,EDGE,6,76,,
82,EDGE,0,1,,
82,EDGE,1,2,,
82,EDGE,2,3,,
82,EDGE,3,7,,
82,EDGE,7,9,,
82,EDGE,9,23,,
82,EDGE,23,48,,
82,EDGE,48,77,,
82,EDGE,0,1,,
82,EDGE,1,2,,
82,EDGE,2,20,,
82,EDGE,20,30,,
82,EDGE,30,78,,
82,EDGE,0,1,,
82,EDGE,1,2,,
82,EDGE,2,3,,
82,EDGE,3,7,,
82,EDGE,7,9,,
82,EDGE,9,10,,
82,EDGE,10,28,,
82,EDGE,28,36,,
82,EDGE,36,42,,
82,EDGE,42,79,,
83,NODE,0,,0.027,0
83,NODE,1,,0.027,0
83,NODE,2,,0.027,0
83,NODE,3,,0.027,0
83,NODE,4,,0.0001,0
83,NODE,5,,0.0001,0
83,NODE,6,,0.0001,0
83,NODE,7,,0.0269,0
83,NODE,8,,0.0,0
83,NODE,9,,0.0269,0
83,NODE,10,,0.0004,0
83,NODE,11,,0.0001,0
83,NODE,12,,0.0,0
83,NODE,13,,0.0,0
83,NODE,14,,0.0004,0
83,NODE,15,,0.0002,0
83,NODE,16,,0.0002,0
83,NODE,17,,0.0001,0
83,NODE,18,,0.0001,0
83,NODE,19,,0.0,0
83,NODE,20,,0.0001,0
83,NODE,21,,0.0001,0
83,NODE,22,,0.0002,0
83,NODE,23,,0.0268,0
83,NODE,24,,0.0,0
83,NODE,25,,0.0001,0
83,NODE,26,,0.0002,0
83,NODE,27,,0.0001,0
83,NODE,28,,0.0004,0
83,NODE,29,,0.0002,0
83,NODE,30,,0.0001,0
83,NODE,31,,0.0001,0
83,NODE,32,,0.0001,0
83,NODE,33,,0.0,0
83,NODE,34,,0.0001,0
83,NODE,36,,0.0004,0
83,NODE,37,,0.0,0
83,NODE,38,,0.0004,0
83,NODE,39,,0.0006,0
83,NODE,40,,0.0,0
83,NODE,41,,0.0,0
83,NODE,42,,0.0004,0
83,NODE,43,,0.0,0
83,NODE,44,,0.0,0
83,NODE,45,,0.0,0
83,NODE,46,,0.0003,0
83,NODE,47,,0.0001,0
83,NODE,48,,0.9932,0
83,NODE,49,,0.0,0
83,NODE,50,,0.0003,0
83,NODE,51,,0.0,0
83,NODE,52,,0.0,0
83,NODE,53,,0.0002,0
83,NODE,54,,0.0002,0
83,NODE,55,,0.0,0
83,NODE,58,,0.0001,0
83,NODE,59,,0.0001,0
83,NODE,60,,0.0,0
83,NODE,61,,0.0,0
83,NODE,62,,0.0002,0
83,NODE,63,,0.0001,0
83,NODE,64,,0.0,0
83,NODE,65,,0.0001,0
83,NODE,66,,0.0,0
83,NODE,67,,0.0,0
83,NODE,68,,0.0,0
83,NODE,69,,0.0,0
83,NODE,70,,0.0,0
83,NODE,71,,0.0001,0
83,NODE,72,,0.0001,0
83,NODE,73,,0.0002,0
83,NODE,74,,0.0004,0
83,NODE,75,,0.0002,0
83,NODE,76,,0.0001,0
83,NODE,77,,0.0268,0
83,NODE,78,,0.0001,0
83,NODE,79,,0.0004,0
83,EDGE,0,1,,
83,EDGE,0,1,,
83,EDGE,1,2,,
83,EDGE,0,1,,
83,EDGE,1,2,,
83,EDGE,2,3,,
83,EDGE,0,1,,
83,EDGE,1,4,,
83,EDGE,0,1,,
83,EDGE,1,4,,
83,EDGE,4,5,,
83,EDGE,0,1,,
83,EDGE,1,2,,
83,EDGE,2,6,,
83,EDGE,0,1,,
83,EDGE,1,2,,
83,EDGE,2,3,,
83,EDGE,3,7,,
83,EDGE,0,1,,
83,EDGE,1,4,,
83,EDGE,4,8,,
83,EDGE,0,1,,
83,EDGE,1,2,,
83,EDGE,2,3,,
83,EDGE,3,7,,
83,EDGE,7,9,,
83,EDGE,0,1,,
83,EDGE,1,2,,
83,EDGE,2,3,,
83,EDGE,3,7,,
83,EDGE,7,9,,
83,EDGE,9,10,,
83,EDGE,0,1,,
83,EDGE,1,2,,
83,EDGE,2,11,,
83,EDGE,0,1,,
83,EDGE,1,4,,
83,EDGE,4,5,,
83,EDGE,5,12,,
83,EDGE,0,1,,
83,EDGE,1,4,,
83,EDGE,4,13,,
83,EDGE,0,1,,
83,EDGE,1,2,,
83,EDGE,2,3,,
83,EDGE,3,7,,
83,EDGE,7,9,,
83,EDGE,9,14,,
83,EDGE,0,1,,
83,EDGE,1,2,,
83,EDGE,2,3,,
83,EDGE,3,15,,
83,EDGE,0,1,,
83,EDGE,1,2,,
83,EDGE,2,3,,
83,EDGE,3,15,,
83,EDGE,15,16,,
83,EDGE,0,1,,
83,EDGE,1,2,,
83,EDGE,2,6,,
83,EDGE,6,17,,
83,EDGE,0,1,,
83,EDGE,1,4,,
83,EDGE,4,18,,
83,EDGE,0,1,,
83,EDGE,1,4,,
83,EDGE,4,18,,
83,EDGE,18,19,,
83,EDGE,0,1,,
83,EDGE,1,2,,
83,EDGE,2,20,,
83,EDGE,0,1,,
83,EDGE,1,4,,
83,EDGE,4,18,,
83,EDGE,18,21,,
83,EDGE,0,1,,
83,EDGE,1,2,,
83,EDGE,2,3,,
83,EDGE,3,22,,
83,EDGE,0,1,,
83,EDGE,1,2,,
83,EDGE,2,3,,
83,EDGE,3,7,,
83,EDGE,7,9,,
83,EDGE,9,23,,
83,EDGE,0,1,,
83,EDGE,1,4,,
83,EDGE,4,5,,
83,EDGE,5,12,,
83,EDGE,12,24,,
83,EDGE,0,1,,
83,EDGE,1,2,,
83,EDGE,2,11,,
83,EDGE,11,25,,
83,EDGE,10,5,,
83,EDGE,0,1,,
83,EDGE,1,2,,
83,EDGE,2,3,,
83,EDGE,3,15,,
83,EDGE,15,26,,
83,EDGE,0,1,,
83,EDGE,1,4,,
83,EDGE,4,18,,
83,EDGE,18,21,,
83,EDGE,21,27,,
83,EDGE,0,1,,
83,EDGE,1,2,,
83,EDGE,2,3,,
83,EDGE,3,7,,
83,EDGE,7,9,,
83,EDGE,9,10,,
83,EDGE,10,28,,
83,EDGE,0,1,,
83,EDGE,1,2,,
83,EDGE,2,3,,
83,EDGE,3,15,,
83,EDGE,15,26,,
83,EDGE,26,29,,
83,EDGE,0,1,,
83,EDGE,1,2,,
83,EDGE,2,20,,
83,EDGE,20,30,,
83,EDGE,0,1,,
83,EDGE,1,4,,
83,EDGE,4,18,,
83,EDGE,18,21,,
83,EDGE,21,27,,
83,EDGE,27,31,,
83,EDGE,0,1,,
83,EDGE,1,4,,
83,EDGE,4,18,,
83,EDGE,18,21,,
83,EDGE,21,27,,
83,EDGE,27,31,,
83,EDGE,31,32,,
83,EDGE,0,1,,
83,EDGE,1,4,,
83,EDGE,4,18,,
83,EDGE,18,19,,
83,EDGE,19,33,,
83,EDGE,0,1,,
83,EDGE,1,4,,
83,EDGE,4,18,,
83,EDGE,18,21,,
83,EDGE,21,27,,
83,EDGE,27,31,,
83,EDGE,31,32,,
83,EDGE,32,34,,
83,EDGE,0,1,,
83,EDGE,1,2,,
83,EDGE,2,3,,
83,EDGE,3,7,,
83,EDGE,7,9,,
83,EDGE,9,10,,
83,EDGE,10,28,,
83,EDGE,28,36,,
83,EDGE,0,1,,
83,EDGE,1,37,,
83,EDGE,0,1,,
83,EDGE,1,2,,
83,EDGE,2,3,,
83,EDGE,3,7,,
83,EDGE,7,9,,
83,EDGE,9,10,,
83,EDGE,10,38,,
83,EDGE,0,1,,
83,EDGE,1,2,,
83,EDGE,2,3,,
83,EDGE,3,7,,
83,EDGE,7,9,,
83,EDGE,9,23,,
83,EDGE,23,39,,
83,EDGE,0,1,,
83,EDGE,1,4,,
83,EDGE,4,18,,
83,EDGE,18,19,,
83,EDGE,19,33,,
83,EDGE,33,40,,
83,EDGE,0,1,,
83,EDGE,1,37,,
83,EDGE,37,41,,
83,EDGE,0,1,,
83,EDGE,1,2,,
83,EDGE,2,3,,
83,EDGE,3,7,,
83,EDGE,7,9,,
83,EDGE,9,10,,
83,EDGE,10,28,,
83,EDGE,28,36,,
83,EDGE,36,42,,
83,EDGE,0,1,,
83,EDGE,1,4,,
83,EDGE,4,18,,
83,EDGE,18,21,,
83,EDGE,21,27,,
83,EDGE,27,31,,
83,EDGE,31,32,,
83,EDGE,32,34,,
83,EDGE,34,43,,
83,EDGE,0,1,,
83,EDGE,1,4,,
83,EDGE,4,18,,
83,EDGE,18,21,,
83,EDGE,21,27,,
83,EDGE,27,31,,
83,EDGE,31,32,,
83,EDGE,32,34,,
83,EDGE,34,44,,
83,EDGE,0,1,,
83,EDGE,1,4,,
83,EDGE,4,18,,
83,EDGE,18,21,,
83,EDGE,21,27,,
83,EDGE,27,45,,
83,EDGE,0,1,,
83,EDGE,1,2,,
83,EDGE,2,3,,
83,EDGE,3,7,,
83,EDGE,7,46,,
83,EDGE,0,1,,
83,EDGE,1,2,,
83,EDGE,2,20,,
83,EDGE,20,30,,
83,EDGE,30,47,,
83,EDGE,0,1,,
83,EDGE,1,2,,
83,EDGE,2,3,,
83,EDGE,3,7,,
83,EDGE,7,9,,
83,EDGE,9,23,,
83,EDGE,23,48,,
83,EDGE,0,1,,
83,EDGE,1,4,,
83,EDGE,4,18,,
83,EDGE,18,21,,
83,EDGE,21,27,,
83,EDGE,27,31,,
83,EDGE,31,32,,
83,EDGE,32,49,,
83,EDGE,0,1,,
83,EDGE,1,2,,
83,EDGE,2,3,,
83,EDGE,3,7,,
83,EDGE,7,46,,
83,EDGE,46,50,,
83,EDGE,0,1,,
83,EDGE,1,4,,
83,EDGE,4,18,,
83,EDGE,18,19,,
83,EDGE,19,33,,
83,EDGE,33,51,,
83,EDGE,0,1,,
83,EDGE,1,4,,
83,EDGE,4,18,,
83,EDGE,18,21,,
83,EDGE,21,27,,
83,EDGE,27,31,,
83,EDGE,31,32,,
83,EDGE,32,34,,
83,EDGE,34,43,,
83,EDGE,43,52,,
83,EDGE,0,1,,
83,EDGE,1,2,,
83,EDGE,2,3,,
83,EDGE,3,53,,
83,EDGE,0,1,,
83,EDGE,1,2,,
83,EDGE,2,3,,
83,EDGE,3,15,,
83,EDGE,15,16,,
83,EDGE,16,54,,
83,EDGE,0,1,,
83,EDGE,1,4,,
83,EDGE,4,18,,
83,EDGE,18,21,,
83,EDGE,21,27,,
83,EDGE,27,31,,
83,EDGE,31,32,,
83,EDGE,32,49,,
83,EDGE,49,55,,
83,EDGE,0,1,,
83,EDGE,1,2,,
83,EDGE,2,11,,
83,EDGE,11,25,,
83,EDGE,25,58,,
83,EDGE,0,1,,
83,EDGE,1,2,,
83,EDGE,2,59,,
83,EDGE,0,1,,
83,EDGE,1,4,,
83,EDGE,4,13,,
83,EDGE,13,60,,
83,EDGE,0,1,,
83,EDGE,1,37,,
83,EDGE,37,61,,
83,EDGE,0,1,,
83,EDGE,1,2,,
83,EDGE,2,3,,
83,EDGE,3,7,,
83,EDGE,7,62,,
83,EDGE,0,1,,
83,EDGE,1,2,,
83,EDGE,2,11,,
83,EDGE,11,25,,
83,EDGE,25,63,,
83,EDGE,0,1,,
83,EDGE,1,4,,
83,EDGE,4,18,,
83,EDGE,18,21,,
83,EDGE,21,27,,
83,EDGE,27,31,,
83,EDGE,31,32,,
83,EDGE,32,34,,
83,EDGE,34,43,,
83,EDGE,43,64,,
83,EDGE,0,1,,
83,EDGE,1,2,,
83,EDGE,2,20,,
83,EDGE,20,30,,
83,EDGE,30,47,,
83,EDGE,47,65,,
83,EDGE,0,1,,
83,EDGE,1,4,,
83,EDGE,4,18,,
83,EDGE,18,21,,
83,EDGE,21,27,,
83,EDGE,27,31,,
83,EDGE,31,66,,
83,EDGE,0,1,,
83,EDGE,1,4,,
83,EDGE,4,18,,
83,EDGE,18,21,,
83,EDGE,21,67,,
83,EDGE,0,1,,
83,EDGE,1,4,,
83,EDGE,4,18,,
83,EDGE,18,21,,
83,EDGE,21,27,,
83,EDGE,27,45,,
83,EDGE,45,68,,
83,EDGE,0,1,,
83,EDGE,1,4,,
83,EDGE,4,18,,
83,EDGE,18,21,,
83,EDGE,21,27,,
83,EDGE,27,31,,
83,EDGE,31,32,,
83,EDGE,32,34,,
83,EDGE,34,43,,
83,EDGE,43,69,,
83,EDGE,0,1,,
83,EDGE,1,4,,
83,EDGE,4,5,,
83,EDGE,5,12,,
83,EDGE,12,24,,
83,EDGE,24,70,,
83,EDGE,0,1,,
83,EDGE,1,2,,
83,EDGE,2,20,,
83,EDGE,20,30,,
83,EDGE,30,47,,
83,EDGE,47,71,,
83,EDGE,0,1,,
83,EDGE,1,2,,
83,EDGE,2,6,,
83,EDGE,6,17,,
83,EDGE,17,72,,
83,EDGE,0,1,,
83,EDGE,1,2,,
83,EDGE,2,3,,
83,EDGE,3,15,,
83,EDGE,15,26,,
83,EDGE,26,29,,
83,EDGE,29,73,,
83,EDGE,0,1,,
83,EDGE,1,2,,
83,EDGE,2,3,,
83,EDGE,3,7,,
83,EDGE,7,9,,
83,EDGE,9,10,,
83,EDGE,10,28,,
83,EDGE,28,74,,
83,EDGE,0,1,,
83,EDGE,1,2,,
83,EDGE,2,3,,
83,EDGE,3,22,,
83,EDGE,22,75,,
83,EDGE,0,1,,
83,EDGE,1,2,,
83,EDGE,2,6,,
83,EDGE,6,76,,
83,EDGE,0,1,,
83,EDGE,1,2,,
83,EDGE,2,3,,
83,EDGE,3,7,,
83,EDGE,7,9,,
83,EDGE,9,23,,
83,EDGE,23,48,,
83,EDGE,48,77,,
83,EDGE,0,1,,
83,EDGE,1,2,,
83,EDGE,2,20,,
83,EDGE,20,30,,
83,EDGE,30,78,,
83,EDGE,0,1,,
83,EDGE,1,2,,
83,EDGE,2,3,,
83,EDGE,3,7,,
83,EDGE,7,9,,
83,EDGE,9,10,,
83,EDGE,10,28,,
83,EDGE,28,36,,
83,EDGE,36,42,,
83,EDGE,42,79,,
84,NODE,0,,0.0546,0
84,NODE,1,,0.0546,0
84,NODE,2,,0.0545,0
84,NODE,3,,0.0544,0
84,NODE,4,,0.0002,0
84,NODE,5,,0.0002,0
84,NODE,6,,0.0003,0
84,NODE,7,,0.0543,0
84,NODE,8,,0.0001,0
84,NODE,9,,0.0542,0
84,NODE,10,,0.0011,0
84,NODE,11,,0.0003,0
84,NODE,12,,0.0002,0
